"satisfaction_level","last_evaluation","number_project","average_monthly_hours","time_spend_company","Work_accident","left","promotion_last_5years","department","salary"
0.54,0.69,2,180,3,1,1,0,"product_mng",1
0.69,0.77,5,134,3,0,1,0,"management",3
0.75,0.86,3,189,3,0,1,0,"management",3
0.56,0.89,4,167,4,0,1,0,"management",3
0.85,0.54,2,227,5,1,0,0,"management",3
0.96,0.89,3,188,4,0,1,0,"accounting",2
1.02,0.95,4,211,2,1,1,1,"marketing",1
0.75,0.69,4,256,3,0,1,1,"sales",2
0.7,0.89,2,245,2,0,1,1,"sales",2
0.93,0.54,3,146,3,1,1,0,"sales",2
0.93,0.71,4,245,2,0,0,0,"sales",1
0.67,0.86,3,252,2,1,0,0,"sales",1
0.47,0.63,3,175,2,0,1,0,"IT",1
0.76,0.88,5,184,3,0,1,0,"IT",1
0.85,0.47,5,210,3,0,1,0,"management",3
0.56,0.45,6,106,6,1,1,0,"management",3
0.91,0.79,4,179,3,1,1,0,"management",3
0.83,0.58,5,217,3,0,1,0,"management",3
0.69,0.58,3,205,2,1,0,0,"sales",1
0.64,0.59,4,246,2,1,0,0,"accounting",1
0.6,0.97,3,222,3,0,0,1,"management",1
0.45,0.94,6,173,3,1,1,0,"sales",2
0.67,0.65,4,252,3,0,1,0,"sales",2
0.56,0.98,3,163,4,1,1,0,"IT",2
0.19,0.91,6,218,6,1,0,0,"product_mng",3
0.2,0.53,4,194,3,0,1,0,"product_mng",1
0.73,0.88,3,158,2,1,1,0,"product_mng",2
0.6,0.57,2,111,2,1,0,0,"management",3
0.67,0.68,3,253,3,0,1,0,"management",3
0.79,0.55,5,230,3,0,1,0,"marketing",1
0.65,0.74,5,198,3,1,1,0,"sales",1
0.85,0.67,3,254,3,0,0,0,"accounting",1
0.19,0.68,3,178,3,0,1,0,"technical",1
0.18,0.76,4,196,3,1,1,0,"management",1
0.69,0.61,3,204,3,0,1,0,"marketing",1
0.54,0.54,4,168,2,0,0,0,"sales",1
0.81,0.88,5,158,3,1,0,0,"sales",1
0.53,0.89,3,240,3,0,1,0,"sales",1
0.72,0.85,5,224,2,0,1,0,"support",2
0.65,0.95,4,196,3,0,1,0,"support",2
0.89,0.69,5,268,3,1,0,0,"support",2
1,0.92,4,253,3,1,1,0,"support",2
0.71,0.64,3,238,2,1,1,0,"management",2
0.96,0.58,3,179,2,0,1,0,"IT",1
0.64,0.64,4,273,4,0,0,0,"IT",1
0.64,0.42,3,279,2,0,0,0,"product_mng",1
0.69,0.66,3,231,2,0,1,0,"product_mng",1
0.73,0.53,3,194,2,0,1,0,"IT",1
0.42,0.73,6,185,3,1,1,1,"management",3
0.77,0.72,5,121,5,0,1,1,"management",3
0.63,0.4,2,104,6,0,1,0,"sales",1
0.76,0.95,3,174,3,0,1,0,"sales",1
0.77,0.92,4,157,2,1,1,0,"sales",2
0.27,0.86,5,194,5,0,1,0,"sales",2
0.96,0.87,3,250,7,1,1,0,"sales",2
0.99,0.55,4,253,7,0,1,0,"sales",2
0.19,0.61,5,149,7,1,0,0,"sales",2
0.24,0.83,6,285,7,0,1,0,"sales",2
0.72,0.47,3,164,7,0,1,0,"sales",2
0.69,0.94,3,243,3,0,1,0,"sales",1
0.88,0.56,4,181,7,0,1,0,"sales",2
0.4,0.9,4,211,7,1,1,0,"sales",3
0.67,0.62,2,190,3,0,1,0,"sales",1
0.94,0.8,2,241,3,0,0,0,"sales",2
0.99,0.66,3,206,3,0,1,0,"sales",2
0.97,0.97,2,157,3,0,1,0,"sales",2
0.41,0.7,3,183,2,0,0,0,"sales",1
0.96,0.78,3,151,6,0,0,0,"sales",1
0.95,0.42,3,260,8,1,1,0,"sales",1
0.45,0.67,3,126,2,0,0,0,"sales",1
0.61,0.74,4,192,5,0,1,0,"sales",1
0.83,0.91,3,225,4,0,0,0,"product_mng",1
0.85,0.82,3,194,3,0,0,0,"product_mng",1
0.98,0.92,5,251,4,0,0,0,"product_mng",1
0.56,0.78,2,225,7,1,1,1,"management",3
0.18,0.72,6,144,7,0,0,1,"management",3
0.96,0.68,3,129,3,0,0,1,"management",3
0.56,0.72,3,172,10,0,1,1,"management",3
0.61,0.98,4,220,10,0,1,0,"marketing",2
1.02,0.66,5,264,10,0,1,0,"support",2
0.83,0.88,3,245,3,0,1,0,"marketing",2
0.74,0.67,4,222,4,1,1,0,"sales",2
0.51,0.7,3,143,4,0,1,0,"sales",2
0.85,0.77,3,160,3,1,1,0,"sales",2
0.86,0.74,2,255,7,0,0,0,"sales",1
0.6,0.62,4,226,7,0,1,0,"sales",1
0.19,0.61,5,266,7,1,1,0,"IT",1
0.89,0.62,5,256,7,1,0,0,"product_mng",1
0.93,0.87,4,254,7,0,0,0,"product_mng",1
0.85,0.78,5,205,3,0,1,0,"IT",1
0.87,0.74,4,236,3,0,1,0,"IT",1
0.85,0.8,3,148,3,0,1,0,"IT",1
0.83,0.78,4,146,3,1,1,0,"IT",1
0.17,0.36,5,115,6,0,1,0,"marketing",3
0.88,0.87,4,150,3,1,1,0,"accounting",3
0.85,0.56,5,258,8,0,1,0,"IT",2
0.93,0.8,3,133,8,1,1,0,"marketing",2
0.55,0.53,5,174,3,1,1,0,"sales",2
0.52,0.87,4,201,8,1,1,0,"sales",2
0.76,0.6,2,139,8,1,1,0,"sales",2
0.51,0.48,5,142,4,1,1,0,"IT",2
0.22,0.77,4,229,4,0,1,0,"product_mng",2
0.52,0.47,4,207,7,0,0,0,"product_mng",2
0.63,0.51,2,235,7,0,1,0,"IT",2
0.68,0.43,4,248,10,0,1,1,"management",3
0.25,0.92,3,193,10,1,0,1,"management",3
0.93,0.53,3,259,10,1,1,1,"management",3
0.77,0.93,5,266,10,1,0,1,"management",3
0.88,0.52,3,185,10,1,1,1,"management",3
0.53,0.71,4,180,3,0,1,0,"IT",1
0.75,0.85,5,223,5,1,0,0,"sales",1
0.08,0.75,6,247,4,0,1,0,"sales",1
0.95,0.83,5,259,5,1,1,0,"sales",1
0.45,0.51,2,142,3,0,1,0,"sales",1
0.39,0.54,2,137,3,0,0,0,"sales",1
0.41,0.52,2,143,3,0,1,0,"sales",1
0.48,0.45,2,160,3,0,1,0,"sales",1
0.81,0.97,4,255,6,1,1,0,"sales",1
0.43,0.49,2,164,3,1,0,1,"sales",1
0.12,0.93,6,304,4,1,1,0,"sales",1
0.85,0.85,4,239,5,1,1,0,"sales",1
0.12,0.6,6,294,4,0,1,0,"accounting",1
0.48,0.55,2,134,3,0,0,0,"hr",1
0.43,0.49,2,145,3,1,0,0,"hr",1
0.48,0.53,2,140,3,0,0,0,"hr",1
0.13,0.92,6,255,4,0,1,0,"technical",1
0.41,0.39,2,137,3,0,0,0,"technical",1
0.48,0.48,2,130,3,1,1,0,"technical",1
0.9,0.86,5,269,5,0,1,0,"technical",1
0.48,0.41,2,158,3,1,1,0,"technical",1
0.43,0.44,2,127,3,0,0,0,"technical",1
0.12,0.87,6,276,4,0,1,0,"technical",1
0.6,0.63,3,273,6,1,1,0,"support",1
0.38,0.52,2,148,3,1,1,0,"support",1
0.46,0.45,2,147,3,0,1,0,"support",1
0.47,0.53,2,135,3,1,0,0,"support",1
0.41,0.53,2,134,3,1,1,0,"support",1
0.42,0.52,2,132,3,1,0,0,"support",1
0.14,0.92,7,250,4,0,1,0,"support",1
0.88,0.98,4,225,5,0,1,0,"technical",1
0.88,0.89,5,226,5,0,1,0,"management",2
0.39,0.54,2,132,3,0,0,0,"IT",2
0.14,0.87,6,286,4,1,1,0,"IT",2
0.46,0.52,2,153,3,0,0,0,"product_mng",2
0.93,0.96,4,264,6,0,1,0,"product_mng",2
0.79,0.84,5,223,5,0,1,0,"product_mng",2
0.77,0.97,2,272,3,0,0,0,"IT",2
0.48,0.47,2,144,3,0,1,0,"product_mng",3
0.12,0.85,7,295,4,0,0,0,"product_mng",1
0.14,0.95,6,277,4,0,0,0,"product_mng",2
0.13,0.81,6,295,4,0,0,0,"product_mng",2
0.43,0.42,2,137,3,0,0,0,"marketing",2
0.46,0.54,2,157,3,0,1,0,"sales",1
0.42,0.54,2,142,3,0,1,0,"accounting",1
0.87,0.83,4,249,6,0,0,0,"marketing",1
0.14,0.75,6,291,4,1,1,0,"marketing",1
0.2,0.82,5,232,3,1,0,0,"sales",1
0.4,0.55,2,130,3,0,1,0,"sales",1
0.92,0.93,5,246,5,0,1,0,"sales",1
0.49,0.53,2,124,3,1,1,0,"sales",1
0.35,0.49,2,155,3,0,0,0,"sales",1
0.93,0.98,5,221,6,0,0,0,"sales",2
0.07,0.92,7,267,4,1,1,0,"sales",2
0.46,0.5,2,158,3,1,1,0,"sales",2
0.27,0.44,7,224,5,0,1,0,"accounting",2
0.94,0.98,4,257,5,0,0,0,"accounting",1
0.47,0.48,2,148,3,1,0,0,"accounting",2
0.12,0.78,6,284,4,1,1,0,"hr",3
0.46,0.5,2,160,3,1,0,0,"technical",1
0.93,0.94,4,258,5,0,0,0,"technical",1
0.4,0.46,2,137,3,1,1,0,"technical",2
0.89,0.66,5,263,2,1,1,0,"technical",2
0.14,0.82,6,246,4,0,0,0,"technical",1
0.4,0.55,2,133,3,0,0,0,"technical",1
0.43,0.44,2,132,3,1,1,0,"technical",1
0.17,0.6,4,158,4,0,0,0,"technical",1
0.14,0.82,6,300,5,0,1,0,"support",1
0.49,0.47,2,142,3,1,0,0,"support",1
0.41,0.47,2,132,3,0,1,0,"support",1
0.13,0.81,6,292,4,1,0,0,"support",1
0.93,0.93,5,221,5,0,0,0,"support",1
0.47,0.49,2,138,3,0,1,0,"support",1
0.39,0.48,2,132,3,1,1,0,"technical",1
0.77,0.98,4,249,5,1,0,0,"IT",1
0.12,0.94,6,245,4,0,0,0,"IT",1
0.14,0.78,6,256,4,0,1,0,"IT",1
0.82,0.97,4,267,5,0,1,0,"product_mng",1
0.79,0.9,4,239,5,0,1,0,"product_mng",1
0.14,0.85,6,306,4,0,1,0,"IT",1
0.14,0.89,6,278,4,1,1,0,"marketing",1
0.4,0.45,2,143,3,1,1,0,"marketing",1
0.42,0.46,2,160,3,0,1,0,"sales",1
0.48,0.43,2,132,3,0,0,0,"marketing",1
0.93,0.97,5,243,6,0,1,0,"marketing",1
0.82,0.87,5,239,5,1,1,0,"sales",1
0.46,0.53,2,129,3,0,1,0,"sales",1
0.35,0.49,2,135,5,1,0,0,"sales",1
0.14,0.76,7,278,4,1,1,0,"sales",1
0.73,0.51,2,274,4,0,1,0,"sales",1
0.44,0.46,2,148,3,1,0,0,"sales",1
0.41,0.48,2,140,3,0,0,0,"sales",2
0.4,0.49,2,127,3,0,0,0,"sales",2
0.14,0.83,6,308,5,0,1,0,"sales",1
0.13,0.82,6,261,4,0,1,0,"accounting",2
0.39,0.53,2,141,3,1,1,0,"hr",2
0.38,0.44,2,143,3,0,1,0,"hr",2
0.47,0.49,2,156,3,1,1,0,"technical",3
0.12,0.78,7,283,5,0,1,0,"technical",1
0.95,0.85,4,226,6,0,1,0,"technical",2
0.12,0.8,6,249,4,0,1,0,"technical",2
0.3,0.52,7,278,3,0,1,0,"technical",1
0.08,0.87,7,285,4,0,1,0,"technical",1
0.79,0.98,5,219,5,0,0,0,"support",1
0.41,0.43,2,153,3,0,0,0,"support",1
0.8,0.92,5,228,5,0,1,0,"support",1
0.81,0.85,4,228,5,0,1,0,"support",1
0.47,0.48,2,128,3,1,0,0,"support",1
0.46,0.44,2,156,3,0,1,0,"technical",1
0.42,0.43,4,294,3,0,1,0,"technical",1
0.91,0.98,5,219,5,1,1,0,"technical",1
0.48,0.44,2,157,3,0,0,0,"management",1
0.43,0.51,2,151,3,0,1,0,"IT",1
0.39,0.44,2,155,3,0,0,0,"IT",1
0.39,0.46,2,158,3,1,1,0,"IT",1
0.46,0.46,2,131,3,1,1,0,"IT",1
0.92,0.85,5,225,5,0,1,0,"product_mng",1
0.13,0.82,6,286,4,0,1,0,"product_mng",1
0.43,0.54,2,149,3,0,0,0,"accounting",1
0.81,0.96,5,239,6,0,1,0,"marketing",1
0.4,0.45,2,159,3,0,0,0,"marketing",1
0.14,0.81,6,244,4,0,1,0,"accounting",1
0.46,0.38,2,135,3,1,0,0,"marketing",1
0.41,0.46,2,146,3,0,0,0,"marketing",1
0.13,0.95,7,254,4,0,0,0,"sales",1
0.41,0.51,2,156,3,1,0,0,"sales",1
0.87,0.84,5,275,5,0,1,0,"sales",1
0.49,0.47,2,148,3,1,1,0,"sales",1
0.9,0.89,4,228,5,1,1,0,"sales",1
0.14,0.82,6,298,4,1,1,0,"sales",1
0.82,0.85,5,265,5,0,1,0,"sales",1
0.22,0.57,7,192,3,0,1,0,"sales",1
0.9,0.96,4,248,5,1,1,0,"sales",1
0.63,0.9,2,258,5,0,0,0,"sales",1
0.14,0.79,6,266,4,0,1,0,"sales",2
0.45,0.52,2,156,3,0,1,0,"sales",2
0.14,0.82,6,287,4,0,0,0,"accounting",2
0.85,0.95,5,263,5,0,1,0,"hr",2
0.47,0.54,2,131,3,0,0,0,"hr",2
0.14,0.76,6,260,4,0,1,0,"hr",2
0.87,0.91,4,251,5,1,1,0,"technical",2
0.42,0.49,2,122,3,0,1,0,"technical",2
0.12,0.94,6,296,4,0,1,0,"technical",1
0.14,0.88,6,254,4,1,0,0,"technical",1
0.85,0.79,4,233,4,0,1,0,"support",1
0.13,0.96,6,268,4,1,1,0,"support",1
0.86,0.9,5,262,6,0,1,0,"support",1
0.08,0.86,6,289,4,0,1,0,"support",1
0.43,0.49,2,148,3,0,1,0,"support",1
0.14,0.81,6,306,4,0,1,0,"support",1
0.14,0.77,6,292,4,0,1,1,"technical",1
0.85,0.9,5,232,5,0,0,0,"technical",1
0.43,0.44,2,128,3,1,1,0,"management",1
0.9,0.82,5,231,5,1,1,0,"IT",1
0.41,0.49,2,140,3,0,1,0,"IT",2
0.42,0.48,2,156,3,1,1,0,"product_mng",2
0.43,0.5,2,147,3,1,1,0,"product_mng",2
0.48,0.46,2,136,3,0,0,0,"product_mng",2
0.77,0.82,5,249,5,0,1,0,"product_mng",2
0.48,0.53,2,151,3,0,0,0,"IT",2
0.15,0.98,3,278,4,0,1,0,"RandD",2
0.13,0.75,7,250,5,1,0,0,"RandD",2
0.92,0.85,5,255,5,0,0,0,"RandD",2
0.48,0.45,2,135,3,0,1,0,"RandD",2
0.44,0.46,2,145,3,1,1,0,"accounting",2
0.14,0.93,7,300,4,1,0,0,"management",2
0.43,0.52,2,139,3,1,1,0,"marketing",1
0.44,0.47,2,125,3,0,1,0,"marketing",1
0.13,0.79,6,268,4,0,0,0,"marketing",1
0.4,0.44,2,153,3,1,1,0,"sales",1
0.43,0.44,2,130,3,1,1,0,"sales",1
0.44,0.52,2,153,3,0,1,0,"sales",1
0.85,0.82,5,244,5,0,0,0,"sales",1
0.64,0.45,2,253,3,0,0,0,"sales",1
0.4,0.5,2,157,3,0,1,0,"sales",1
0.91,0.92,5,262,6,0,1,0,"sales",1
0.13,0.83,6,266,4,1,1,0,"sales",1
0.48,0.5,2,145,3,1,1,0,"sales",2
0.13,0.79,6,290,4,0,0,0,"accounting",2
0.8,0.85,5,266,5,0,1,0,"accounting",2
0.47,0.49,2,140,3,1,0,0,"hr",2
0.12,0.87,7,308,5,1,1,0,"hr",2
0.35,0.45,2,141,3,0,1,0,"technical",2
0.93,0.98,5,232,5,0,1,0,"technical",2
0.44,0.54,2,143,3,0,1,0,"technical",2
0.13,0.84,6,278,4,0,1,0,"technical",3
0.84,0.98,4,253,5,1,0,0,"technical",1
0.14,0.82,7,259,4,0,0,0,"technical",2
0.43,0.39,2,149,3,0,1,0,"technical",2
0.12,0.78,6,304,5,1,1,0,"technical",2
0.51,0.91,3,219,6,0,0,0,"technical",1
0.95,0.89,4,262,6,0,1,0,"support",1
0.46,0.55,2,135,3,0,1,0,"support",1
0.36,0.86,6,219,5,0,0,0,"support",1
0.44,0.55,2,136,3,0,1,0,"support",1
0.4,0.47,2,149,3,0,0,0,"support",1
0.34,0.6,6,135,5,1,1,0,"support",1
0.12,0.89,6,275,4,0,1,0,"support",1
0.13,0.85,6,290,4,0,1,0,"support",1
0.79,0.88,4,263,5,0,1,0,"support",1
0.44,0.52,2,145,3,1,0,0,"support",1
0.13,0.81,6,258,4,0,0,0,"management",1
0.85,0.84,5,243,5,1,1,0,"IT",1
0.13,0.8,6,266,4,0,0,0,"IT",1
0.39,0.49,2,135,3,1,1,0,"IT",1
0.42,0.46,2,141,3,1,0,0,"product_mng",2
0.39,0.55,2,142,3,0,1,0,"product_mng",2
0.89,0.82,5,254,5,1,1,0,"product_mng",2
0.34,0.54,4,233,2,0,1,0,"accounting",2
0.8,0.91,4,235,5,1,1,0,"hr",2
0.47,0.43,2,156,3,0,1,0,"hr",2
0.41,0.39,2,145,3,0,1,0,"hr",2
0.48,0.46,2,144,3,1,1,0,"marketing",2
0.39,0.46,2,156,3,1,1,0,"accounting",3
0.13,0.86,6,298,4,0,1,0,"technical",2
0.48,0.48,2,157,3,1,1,0,"marketing",2
0.45,0.55,2,149,3,0,0,0,"marketing",2
0.81,0.98,4,253,5,0,1,0,"marketing",1
0.48,0.53,2,148,3,0,1,0,"sales",1
0.87,0.98,4,261,5,1,1,0,"sales",1
0.48,0.44,2,128,3,0,1,0,"sales",1
0.12,0.77,6,293,5,0,0,0,"sales",1
0.9,0.81,4,269,6,1,1,0,"sales",1
0.94,0.98,5,251,6,1,1,0,"sales",1
0.79,0.9,4,241,5,0,1,0,"sales",1
0.77,0.98,5,275,5,0,0,0,"sales",1
0.95,0.91,5,240,5,0,1,0,"sales",1
0.79,0.85,5,245,5,0,1,0,"sales",1
0.5,0.48,4,254,4,1,1,0,"sales",1
0.94,0.9,4,246,5,1,0,0,"sales",1
0.85,0.96,4,233,5,0,1,0,"sales",1
0.04,0.88,6,259,4,0,1,0,"technical",2
0.85,0.83,4,223,5,1,0,0,"technical",2
0.13,0.95,6,268,4,0,0,0,"technical",2
0.08,0.92,6,287,4,1,1,0,"technical",2
0.89,0.98,5,257,5,0,1,0,"technical",2
0.48,0.44,2,130,3,1,1,0,"technical",1
0.58,0.53,3,180,4,0,1,0,"technical",2
0.4,0.43,2,126,3,0,1,0,"support",2
0.44,0.55,2,155,3,0,1,0,"support",1
0.9,0.82,4,264,6,0,1,0,"support",1
0.14,0.84,6,261,4,0,1,0,"support",1
0.8,0.88,4,237,5,0,1,0,"support",1
0.44,0.5,2,136,3,0,1,0,"technical",1
0.39,0.46,2,139,3,0,0,0,"technical",1
0.39,0.76,2,151,4,1,1,0,"technical",1
0.75,0.98,5,229,5,0,1,0,"management",1
0.84,0.96,5,245,5,0,1,0,"IT",1
0.42,0.52,2,127,3,0,0,0,"IT",1
0.12,0.92,6,283,5,0,1,0,"IT",1
0.47,0.44,2,138,3,0,1,0,"IT",1
0.08,0.82,5,298,4,0,0,0,"IT",1
0.34,0.46,2,159,3,0,1,0,"product_mng",1
0.84,0.88,4,226,5,1,0,0,"product_mng",2
0.13,0.85,6,286,4,1,1,0,"IT",2
0.4,0.42,2,140,3,0,1,0,"RandD",2
0.47,0.51,2,127,3,1,0,0,"RandD",2
0.46,0.47,2,135,3,1,1,0,"accounting",1
0.41,0.48,2,137,3,0,1,0,"support",2
0.83,0.51,3,255,5,0,1,0,"technical",3
0.85,0.96,5,234,5,0,1,0,"marketing",2
0.4,0.46,2,134,3,1,0,0,"marketing",2
0.42,0.51,2,149,3,0,1,0,"sales",1
0.9,0.98,5,242,5,0,1,0,"sales",1
0.12,0.77,6,275,4,0,1,0,"sales",1
0.14,0.94,7,281,5,0,1,0,"sales",1
0.4,0.47,2,151,3,0,1,0,"sales",1
0.13,0.77,6,274,4,1,1,0,"sales",1
0.8,0.85,4,242,6,0,1,0,"sales",1
0.45,0.52,2,143,3,0,1,0,"sales",1
0.22,0.98,4,187,4,0,1,0,"accounting",1
0.79,0.86,4,206,4,1,0,0,"hr",2
0.56,0.55,4,281,6,0,1,0,"hr",2
0.42,0.49,2,151,3,0,1,0,"hr",2
0.14,0.81,6,244,4,1,1,0,"hr",2
0.13,0.92,6,309,4,0,1,0,"technical",2
0.87,0.98,5,218,5,0,1,0,"technical",2
0.13,0.8,6,244,4,0,1,0,"technical",2
0.69,0.55,5,161,5,0,0,0,"technical",3
0.14,0.85,7,282,5,1,1,0,"technical",1
0.81,0.76,4,217,6,0,0,0,"support",2
0.09,0.95,6,289,5,1,1,0,"support",2
0.4,0.56,2,155,3,0,0,0,"support",1
0.47,0.47,2,146,3,1,1,0,"support",1
0.12,0.94,6,259,4,0,1,0,"support",1
0.13,0.82,6,242,4,1,1,0,"technical",1
0.12,0.84,7,309,4,1,0,0,"technical",1
0.37,0.49,2,129,3,0,1,0,"IT",1
0.9,0.92,4,274,5,0,1,0,"IT",1
0.77,0.97,4,233,5,0,0,0,"IT",1
0.13,0.93,7,289,4,0,0,0,"IT",1
0.78,0.97,5,221,5,0,0,0,"product_mng",1
0.44,0.54,2,150,3,0,1,0,"product_mng",1
0.13,0.82,6,246,4,0,1,0,"hr",2
0.78,0.83,5,240,6,1,1,0,"marketing",2
0.48,0.43,2,154,3,0,1,0,"support",2
0.14,0.92,7,244,4,0,1,0,"management",2
0.46,0.42,2,135,3,0,1,0,"sales",2
0.78,0.97,5,254,5,1,1,0,"sales",1
0.85,0.83,5,243,5,1,0,0,"sales",1
0.41,0.51,2,150,3,1,0,0,"sales",1
0.13,0.88,7,281,4,1,1,0,"sales",1
0.46,0.55,2,152,3,1,1,0,"sales",1
0.4,0.51,2,131,3,0,1,0,"sales",1
0.82,0.56,3,294,4,1,1,0,"hr",1
0.14,0.77,7,310,4,1,0,0,"hr",1
0.76,0.98,4,252,5,0,1,0,"technical",2
0.39,0.45,2,148,3,1,1,0,"technical",2
0.42,0.47,2,129,3,0,1,0,"technical",2
0.51,0.76,2,198,2,0,0,0,"technical",2
0.47,0.49,2,145,3,0,0,0,"support",1
0.84,0.86,5,242,5,0,0,0,"support",2
0.72,0.85,5,242,5,1,1,0,"support",2
0.47,0.54,2,145,3,1,1,0,"support",2
0.49,0.55,2,152,3,0,1,0,"support",1
0.83,0.81,2,211,3,0,1,0,"support",1
0.9,0.88,5,258,5,0,1,0,"support",1
0.69,0.65,2,255,3,0,1,0,"technical",1
0.4,0.52,2,132,3,1,1,0,"technical",1
0.13,0.7,6,255,4,0,0,0,"management",1
0.12,0.85,5,263,4,1,1,0,"IT",1
0.89,0.82,5,222,5,0,1,0,"IT",1
0.14,0.88,6,263,4,0,1,0,"IT",1
0.86,0.88,5,245,5,0,0,0,"product_mng",1
0.14,0.77,6,292,4,0,1,0,"IT",1
0.14,0.86,5,250,4,1,1,0,"RandD",2
0.48,0.47,2,134,3,0,1,0,"RandD",2
0.13,0.83,7,279,4,0,0,0,"RandD",2
0.07,0.93,7,256,4,1,1,0,"marketing",2
0.84,0.95,5,243,5,0,1,0,"support",2
0.07,0.88,7,296,4,0,1,0,"technical",2
0.43,0.55,2,148,3,1,1,0,"marketing",3
0.83,0.73,3,268,2,0,1,0,"sales",2
0.13,0.84,6,247,4,0,1,0,"sales",2
0.13,0.53,2,247,4,1,0,0,"sales",2
0.39,0.5,2,146,3,0,1,0,"sales",2
0.41,0.48,2,140,3,1,1,0,"sales",1
0.47,0.47,2,145,3,0,0,0,"sales",1
0.44,0.44,2,156,3,1,1,0,"sales",1
0.49,0.52,2,144,3,0,1,0,"sales",1
0.13,0.88,7,286,4,0,1,0,"sales",1
0.37,0.65,4,141,2,0,0,0,"sales",1
0.42,0.55,2,127,3,0,1,0,"sales",1
0.87,0.81,4,227,5,0,1,0,"accounting",1
0.76,0.95,5,230,5,1,1,0,"hr",1
0.61,0.6,4,238,3,0,1,0,"hr",1
0.38,0.52,2,141,3,0,0,0,"technical",2
0.49,0.48,2,146,3,0,1,0,"technical",2
0.43,0.43,2,134,3,0,0,0,"technical",2
0.12,0.86,6,269,4,1,1,0,"technical",2
0.4,0.49,2,132,3,0,0,0,"technical",2
0.13,0.87,7,308,4,1,0,0,"technical",2
0.8,0.98,4,232,5,1,1,0,"technical",2
0.41,0.51,2,146,3,1,1,0,"support",1
0.47,0.48,2,130,3,0,1,0,"support",2
0.42,0.44,2,136,3,0,1,0,"support",2
0.81,0.87,5,274,6,0,1,0,"support",2
0.78,0.83,5,267,5,1,0,0,"support",1
0.94,0.9,4,274,6,1,1,0,"technical",1
0.13,0.85,6,253,4,0,0,0,"technical",1
0.14,0.93,6,245,4,0,1,0,"management",1
0.4,0.44,2,149,3,0,0,0,"IT",1
0.49,0.48,2,157,3,0,1,0,"IT",1
0.46,0.55,2,127,3,0,1,0,"IT",1
0.14,0.8,6,270,4,1,0,0,"product_mng",1
0.76,0.87,5,236,6,1,1,0,"product_mng",1
0.13,0.81,6,269,4,0,0,0,"IT",1
0.9,0.98,4,228,5,0,0,0,"support",2
0.45,0.73,3,218,4,0,1,0,"management",2
0.81,0.69,3,249,5,1,1,0,"marketing",2
0.38,0.97,3,240,4,1,1,0,"sales",2
0.08,0.74,7,291,4,1,1,0,"sales",3
0.14,0.78,6,306,4,0,1,0,"sales",1
0.46,0.46,2,135,3,0,1,0,"sales",2
0.41,0.43,2,156,3,1,1,0,"sales",2
0.92,0.75,4,243,5,1,1,0,"sales",2
0.48,0.48,2,147,3,1,1,0,"sales",1
0.47,0.51,2,159,3,0,1,0,"sales",1
0.82,0.91,4,226,5,0,0,0,"sales",1
0.45,0.46,2,140,3,0,1,0,"sales",1
0.43,0.53,2,159,3,0,1,0,"sales",1
0.82,0.96,5,270,5,0,0,0,"sales",1
0.4,0.43,2,122,3,0,1,0,"accounting",1
0.46,0.45,2,131,3,0,1,0,"accounting",1
0.09,0.76,6,243,4,1,1,0,"hr",1
0.94,0.98,5,244,6,1,1,0,"hr",1
0.47,0.45,2,130,3,0,1,0,"technical",1
0.46,0.44,2,144,3,0,1,0,"technical",2
0.46,0.45,2,118,3,1,0,0,"technical",2
0.88,0.51,3,226,2,0,0,0,"support",2
0.86,0.97,5,258,5,1,1,0,"support",3
0.84,0.89,4,224,5,1,1,0,"support",1
0.45,0.54,2,143,3,0,1,0,"support",2
0.14,0.85,6,257,4,1,1,0,"support",2
0.14,0.87,7,286,4,0,1,0,"support",2
0.53,0.52,5,153,4,0,0,0,"support",1
0.47,0.48,2,154,3,0,1,0,"support",1
0.14,0.88,6,301,4,1,1,0,"technical",1
0.39,0.48,2,132,3,0,1,0,"management",1
0.46,0.49,2,134,3,0,1,0,"IT",1
0.43,0.38,2,127,3,0,1,0,"IT",1
0.89,0.82,4,246,6,1,0,0,"IT",1
0.49,0.43,2,138,3,1,1,1,"IT",1
0.4,0.55,2,129,3,0,1,0,"product_mng",1
0.46,0.5,2,150,3,1,1,0,"product_mng",1
0.69,0.91,5,253,5,0,1,0,"product_mng",1
0.8,0.9,5,235,5,0,0,0,"IT",1
0.41,0.53,2,151,3,1,0,0,"sales",1
0.37,0.52,2,127,3,0,0,0,"sales",1
0.12,0.91,6,249,4,1,1,0,"sales",1
0.42,0.44,2,163,3,0,1,0,"sales",2
0.13,0.82,6,293,5,0,1,0,"marketing",2
0.13,0.84,6,309,4,1,0,0,"sales",2
0.45,0.52,2,159,3,0,0,0,"sales",2
0.37,0.55,2,158,3,0,1,0,"sales",1
0.14,0.91,6,289,4,0,0,0,"sales",2
0.14,0.88,7,247,4,1,1,0,"sales",2
0.47,0.63,3,271,4,0,1,0,"sales",1
0.94,0.94,4,232,5,1,1,0,"sales",1
0.69,0.64,3,225,3,1,1,0,"technical",1
0.23,0.67,6,236,4,0,0,0,"technical",1
0.62,0.71,2,230,3,1,1,0,"technical",1
0.78,0.92,5,217,2,1,0,0,"support",2
0.95,0.86,3,189,2,0,1,0,"support",2
0.64,0.96,2,238,4,0,1,0,"support",2
